problem_id,type_group_id,type_bounds,Len,type_bounds_score,n_testcases,specification_no,extract_no,Use?,Assignee,additional_notes,Subjective Score (1-10),type_group_id_int,,
p03743,p03743_4,"Types: N: int, D: int, d: List[int], Q: int, q: List[int]
Ranges: 1 ≤ N ≤ 5*10^5, 1 ≤ D ≤ 10^9, 1 ≤ d_i ≤ 10^9 (1 ≤ i ≤ N), 1 ≤ Q ≤ 5*10^5, 1 ≤ q_i ≤ N (1 ≤ i ≤ Q)
Addtl Info: None",180,,104,,,NA,,,,3743,,
p01881,p01881_4,"Types: H: int, W: int, map: List[str]
Ranges: 2 ≤ H ≤ 200, 2 ≤ W ≤ 200, map_i: str of length W
Addtl Info: 'map' contains '@', '%', '$', '.', '#' with exactly one '@' and one '%'",178,,102,,,NA,,,,1881,,
p03565,p03565_4,"Types: S_prime: str, T: str  
Ranges: 1 ≤ |S_prime|, |T| ≤ 50, S_prime consists of lowercase English letters and '?', T consists of lowercase English letters  
Addtl Info: None",176,,103,,,NA,,,,3565,,
p02110,p02110_4,"Types: N: int, K: int, x: List[int], y: List[int]
Ranges: 2 ≤ K ≤ N ≤ 6,000, 1 ≤ xi, yi ≤ 1,000,000, xi mod 2 = floor(yi ÷ 2) mod 2
Addtl Info: Coordinates (xi, yi) are unique",175,,104,,,NA,,,,2110,,
p02188,p02188_4,"Types: N: int, A: List[int], u: List[int], v: List[int]
Ranges: 1 ≤ N ≤ 3 × 10^5, 0 ≤ A[i] ≤ 10^9, 1 ≤ u_i < v_i ≤ N
Addtl Info: The graph given is guaranteed to be a tree.",172,,102,,,NA,,,,2188,,
p03031,p03031_4,"Types: N: int, M: int, k_i: List[int], s_ij: List[List[int]], p_i: List[int]
Ranges: 1 ≤ N, M ≤ 10, 1 ≤ k_i ≤ N, 1 ≤ s_ij ≤ N, p_i in {0, 1}
Addtl Info: s_ia ≠ s_ib (a ≠ b)",172,,104,,,NA,,,,3031,,
p01424,p01424_4,"Types: N: int, M: int, words: List[str], ordered_pairs: List[Tuple[int, int]]
Ranges: 1 ≤ N ≤ 100, 0 ≤ M ≤ 1,000, 1 ≤ len(words[i]) ≤ 10, 1 ≤ X_j, Y_j ≤ N
Addtl Info: None",171,,104,,,NA,,,,1424,,
p02253,p02253_4,"Types: \( n: \text{int}, s: \text{List[int]}, t: \text{List[int]} \)
Ranges: \( 1 \le n \le 10^5 \), \( 1 \le s_i < t_i \le 10^9 \) (\( 1 \le i \le n \))
Addtl Info: None",170,,104,,,NA,,,,2253,,
p00338,p00338_4,"Types: N: int, C: int, command: List[Tuple[int, Union[Tuple[int, int], int]]]
Ranges: 2 ≤ N ≤ 100000, 1 ≤ C ≤ 100000, 1 ≤ t ≤ N, 1 ≤ p ≤ 10^9, 1 ≤ m ≤ N
Addtl Info: None",169,,103,,,NA,,,,338,,
p03537,p03537_4,"Types: S: str, N: int, L: List[int], R: List[int]  
Ranges: 1 ≤ |S| ≤ 10^5, S consists of lowercase English letters, 1 ≤ N ≤ 10^5, 1 ≤ L_i ≤ R_i ≤ |S|  
Addtl Info: None",169,,104,,,NA,,,,3537,,
p04010,p04010_4,"Types: N: int, M: int, a: List[int], b: List[int]
Ranges: 2 ≤ N ≤ 10^5, N-1 ≤ M ≤ N, 1 ≤ a_i, b_i ≤ N
Addtl Info: No self-loops or multiple edges, the graph is connected",169,,105,,,NA,,,,4010,,
p00124,p00124_4,"Types: n: int, name: str, w: int, l: int, d: int
Ranges: n ≤ 10, len(name) ≤ 20, 0 ≤ w ≤ 9, 0 ≤ l ≤ 9, 0 ≤ d ≤ 9
Addtl Info: The number of data sets will not exceed 50.",168,,102,,,NA,,,,124,,
p00167,p00167_4,"Types: n: int, ai: int
Ranges: 1 ≤ n ≤ 100, 1 ≤ ai ≤ 1000000
Addtl Info: The number of datasets does not exceed 20. The end of the input is indicated by a single zero.",167,,102,,,NA,,,,167,,
p00764,p00764_4,"Types: n: int, xi: int, yi: int, ri: int
Ranges: 3 ≤ n ≤ 100, 0 ≤ xi ≤ 1000, 0 ≤ yi ≤ 1000, 1 ≤ ri ≤ 25
Addtl Info: End of input indicated by a line containing a zero",166,,102,,,NA,,,,764,,
p01885,p01885_4,"Types: N: int, L: int, A: List[int], B: List[int], C: List[int]
Ranges: 1 ≤ N ≤ 10^5, 1 ≤ L ≤ 10^9, 1 ≤ A[i] ≤ 10^9, 1 ≤ B[i] ≤ 10^9, 1 ≤ C[i] ≤ 10^9
Addtl Info: None",166,,102,,,NA,,,,1885,,
p01005,p01005_4,"Types: Q: int, L: int, d: int, k: int, x: int, r: int  
Ranges: 1 ≤ Q ≤ 100000, 1 ≤ L ≤ 10^9, 1 ≤ d ≤ 10^9, 1 ≤ k ≤ 10^9, 0 ≤ x ≤ L, 0 ≤ r ≤ 10^9  
Addtl Info: None",164,,102,,,NA,,,,1005,,
p02412,p02412_4,"Types: n: int, x: int  
Ranges: 3 ≤ n ≤ 100, 0 ≤ x ≤ 300  
Addtl Info: Input is terminated by two zeros (n and x). Do not process the program for these end symbols.",164,,102,,,NA,,,,2412,,
p00184,p00184_4,"Types: n: int, a: List[int]
Ranges: 1 ≤ n ≤ 10^6, 0 ≤ a[i] ≤ 120
Addtl Info: Input consists of multiple datasets, each ending with a line containing a single zero.",163,,102,,,NA,,,,184,,
p00539,p00539_4,"Types: N: int, M: int, C: int, Ai: int, Bi: int, Di: int  
Ranges: 2 ≤ N ≤ 100,000, 1 ≤ M ≤ 200,000, 0 ≤ C ≤ 10^9, 1 ≤ Ai, Bi ≤ N, 1 ≤ Di ≤ 10^6  
Addtl Info: None",163,,102,,,NA,,,,539,,
p04049,p04049_4,"Types: N: int, K: int, A: List[int], B: List[int]
Ranges: 2 ≤ N ≤ 2000, 1 ≤ K ≤ N-1, 1 ≤ A[i] ≤ N, 1 ≤ B[i] ≤ N
Addtl Info: The graph defined by A and B is a tree.",163,,103,,,NA,,,,4049,,
p03662,p03662_4,"Types: 
- N: int
- a: List[int]
- b: List[int]

Ranges: 
- 2 ≤ N ≤ 10^5
- 1 ≤ a_i, b_i ≤ N

Addtl Info: 
- The graph formed by the cells and the roads is a tree.",161,,103,,,NA,,,,3662,,
p00916,p00916_4,"Types: n: int, li: int, ti: int, ri: int, bi: int

Ranges: 1 ≤ n ≤ 50, 0 ≤ li < ri ≤ 10^6, 0 ≤ bi < ti ≤ 10^6

Addtl Info: Input is terminated by a single zero.",160,,102,,,NA,,,,916,,
p02673,p02673_4,"Types: N: int, A: List[int], B: List[int]
Ranges: 2 ≤ N ≤ 200,000, 0 ≤ A[p] ≤ 10^12 for any p = 1, ..., N, 0 ≤ B[p] ≤ 100 for any p = 1, ..., N
Addtl Info: None",160,,105,,,NA,,,,2673,,
p03615,p03615_4,"Types: N: int, x: List[int], y: List[int]

Ranges: 1 ≤ N ≤ 200, 0 ≤ x[i], y[i] < 10^4

Addtl Info: x[i], y[i] are integers, if i ≠ j, x[i] ≠ x[j] or y[i] ≠ y[j]",160,,104,,,NA,,,,3615,,
p02300,p02300_4,"Types: n: int, points: List[Tuple[int, int]]
Ranges: 3 ≤ n ≤ 100000, -10000 ≤ xi, yi ≤ 10000
Addtl Info: No point in the points list will occur more than once.",159,,103,,,NA,,,,2300,,
p03391,p03391_4,"Types: N: int, A: List[int], B: List[int]
Ranges: 1 ≤ N ≤ 2 × 10^5, 0 ≤ A[i] ≤ 10^9, 0 ≤ B[i] ≤ 10^9
Addtl Info: The sums of the elements in A and B are equal.",159,,104,,,NA,,,,3391,,
p00115,p00115_4,"Types: Coordinates: Tuple[int, int, int]
Ranges: -100 ≤ x, y, z ≤ 100
Addtl Info: The UAZ Advance spacecraft and the enemy will never be in the same position.",158,,103,,,NA,,,,115,,
p00639,p00639_4,"Types: D: float, px: float, py: float, vx: float, vy: float
Ranges: 0 < D ≤ 50, 0.0001 ≤ |V| ≤ 0.9999, 0.0001 ≤ |P| ≤ 0.9999
Addtl Info: terminates when D = 0",158,,102,,,NA,,,,639,,
p01870,p01870_4,"Types: N: int, p: List[int], w: List[int]
Ranges: 2 ≤ N ≤ 100000, 0 ≤ p[i] ≤ N-1, 1 ≤ w[i] ≤ 1000
Addtl Info: All islands can be reached from any other island",158,,102,,,NA,,,,1870,,
p02796,p02796_4,"Types: N: int, X: List[int], L: List[int]
Ranges: 1 ≤ N ≤ 100,000, 0 ≤ X[i] ≤ 10^9 (1 ≤ i ≤ N), 1 ≤ L[i] ≤ 10^9 (1 ≤ i ≤ N)
Addtl Info: If i ≠ j, X[i] ≠ X[j]",157,,104,,,NA,,,,2796,,
p03111,p03111_4,"Types: N: int, A: int, B: int, C: int, l: List[int]  
Ranges: 3 ≤ N ≤ 8, 1 ≤ C < B < A ≤ 1000, 1 ≤ l_i ≤ 1000  
Addtl Info: All values in input are integers.",157,,104,,,NA,,,,3111,,
p00638,p00638_4,"Types: n: int, treasures: List[Tuple[int, int]]
Ranges: 1 ≤ n ≤ 25, 0 < treasures[i][0] ≤ 10^6, 1 ≤ treasures[i][1] ≤ 10^6
Addtl Info: Input ends when n = 0",156,,102,,,NA,,,,638,,
p01643,p01643_4,"Types: n: int, k: int, a: List[int]
Ranges: 2 ≤ n ≤ 8000, n is even, 0 ≤ k ≤ min(n/2, 20), 1 ≤ a[i] ≤ n, a[i] ≠ i
Addtl Info: a_i ≠ a_j (i ≠ j), a[a_i] = i",155,,102,,,NA,,,,1643,,
p01468,p01468_4,"Types: N: int, x: List[List[int]], y: List[List[int]]
Ranges: 2 ≤ N ≤ 10^5, 0 ≤ x[i][j], y[i][j] ≤ 100
Addtl Info: (x[i][0], y[i][0]) ≠ (x[i][1], y[i][1])",154,,105,,,NA,,,,1468,,
p03396,p03396_4,"Types: N: int, L: int, x: List[int], t: List[int]
Ranges: 1 ≤ N ≤ 300000, 1 ≤ L ≤ 10^9, 0 < x[i] < L, 1 ≤ t[i] ≤ 10^9
Addtl Info: x is strictly increasing",154,,105,,,NA,,,,3396,,
p00864,p00864_4,"Types: n: int, w: int, v: List[int]
Ranges: 1 ≤ n ≤ 100, 10 ≤ w ≤ 50, 0 ≤ v_i ≤ 100 for 1 ≤ i ≤ n
Addtl Info: Input ends with a line containing two zeros",153,,102,,,NA,,,,864,,
p01611,p01611_4,"Types: N: int, A: int, K: int, SA: List[int]
Ranges: 1 ≤ N ≤ 10^5, 1 ≤ A ≤ 26, 1 ≤ K ≤ 10^{18}, 1 ≤ SA[i] ≤ N, i ≠ j implies SA_i ≠ SA_j
Addtl Info: None",153,,103,,,NA,,,,1611,,
p01966,p01966_4,"Types: N: int, Q: int, a: List[int], b: List[int], p: List[int]
Ranges: 2 ≤ N ≤ 10^5, 1 ≤ Q ≤ 10^5, 1 ≤ a[i] < b[i] ≤ N, 1 ≤ p[i] ≤ 10^9
Addtl Info: None",153,,105,,,NA,,,,1966,,
p01699,p01699_4,"Types: N: int, low: List[int], high: List[int]
Ranges: 2 ≤ N ≤ 6, 1 ≤ low[i] ≤ high[i] ≤ 99
Addtl Info: Input ends with a single zero on a separate line",152,,102,,,NA,,,,1699,,
p03626,p03626_4,"Types: N: int, S_1: str, S_2: str
Ranges: 1 ≤ N ≤ 52, |S_1| = |S_2| = N, S_1 and S_2 consist of lowercase and uppercase English letters
Addtl Info: None",152,,104,,,NA,,,,3626,,
p00118,p00118_4,"Types: H: int, W: int, orchard: List[str]
Ranges: 0 ≤ H ≤ 50, 0 ≤ W ≤ 50, orchard[i]: str of length W
Addtl Info: orchard[i][j] in {' ', '@', '#', '*'}",151,,103,,,NA,,,,118,,
p03600,p03600_4,"Types: N: int, A: List[List[int]]

Ranges: 1 ≤ N ≤ 300, 1 ≤ A[i][j] ≤ 10^9 (if i ≠ j), A[i][i] = 0

Addtl Info: A is symmetric, i.e., A[i][j] = A[j][i]",151,,105,,,NA,,,,3600,,
p02320,p02320_4,"Types: N: int, W: int, vi: int, wi: int, mi: int
Ranges: 1 ≤ N ≤ 100, 1 ≤ vi ≤ 1,000, 1 ≤ wi ≤ 1,000, 1 ≤ mi ≤ 10,000, 1 ≤ W ≤ 10,000
Addtl Info: None",150,,103,,,NA,,,,2320,,
p03762,p03762_4,"Types: n: int, m: int, x: List[int], y: List[int]
Ranges: 2 ≤ n, m ≤ 10^5, -10^9 ≤ x[i] < x[i+1] ≤ 10^9, -10^9 ≤ y[i] < y[i+1] ≤ 10^9
Addtl Info: None",150,,103,,,NA,,,,3762,,
p03809,p03809_4,"Types: N: int, A: List[int], a: List[int], b: List[int]
Ranges: 2 ≤ N ≤ 10^5, 0 ≤ A_i ≤ 10^9, 1 ≤ a_i, b_i ≤ N
Addtl Info: The given graph is a tree.",149,,104,,,NA,,,,3809,,
p00101,p00101_4,"Types: n: int, datasets: List[str]

Ranges: 1 ≤ n ≤ 1000, 1 ≤ len(datasets[i]) ≤ 1000

Addtl Info: Each line in datasets consists of English texts.",147,,102,,,NA,,,,101,,
p02030,p02030_4,"Types: n: int, m: int, a: List[int], b: List[int]
Ranges: 1 ≤ n, m ≤ 2 × 10^5, 1 ≤ a_i, b_i ≤ 10^9
Addtl Info: a_i < a_j (i < j), b_i < b_j (i < j)",147,,102,,,NA,,,,2030,,
p03573,p03573_4,"Types: A: int, B: int, C: int
Ranges: -100 ≤ A, B, C ≤ 100
Addtl Info: A, B and C are integers. The input satisfies the condition in the statement.",147,,104,,,NA,,,,3573,,
p03603,p03603_4,"Types: N: int, P: List[int], X: List[int]

Ranges: 1 ≤ N ≤ 1,000, 1 ≤ P[i] ≤ i - 1, 0 ≤ X[i] ≤ 5,000

Addtl Info: Vertex 1 is the root of the tree.",147,,105,,,NA,,,,3603,,
p00594,p00594_4,"Types: |A|: int, A: List[int]  
Ranges: 0 ≤ |A| < 1,000,000, -2^31 < A[i] < 2^31  
Addtl Info: Input terminates with a line containing a single 0.",146,,102,,,NA,,,,594,,
p01089,p01089_4,"Types: n: int, s: str
Ranges: 1 ≤ n ≤ 10,000, s consists of {'0'-'9', 'u'}, ends with 'u'
Addtl Info: Input terminates with a line containing zero",146,,102,,,NA,,,,1089,,
p01726,p01726_4,"Types: S: str, T_prime: str
Ranges: 1 ≤ |S| ≤ 300,000, 1 ≤ |T_prime| ≤ |S|
Addtl Info: S and T_prime consist only of upper- and lowercase letters.",146,,104,,,NA,,,,1726,,
p01147,p01147_4,"Types: N: int, words: List[str]
Ranges: 1 ≤ N ≤ 10, 1 ≤ len(words[i]) ≤ 10
Addtl Info: words[i] contains only lowercase letters of the alphabet",143,,102,,,NA,,,,1147,,
p01347,p01347_4,"Types: N: int, M: int, paths: List[Tuple[int, int, int]]
Ranges: 2 ≤ N ≤ 100, 1 ≤ M ≤ 1000, 0 ≤ xi < yi ≤ N - 1, 1 ≤ si ≤ 1000
Addtl Info: None",143,,104,,,NA,,,,1347,,
p01975,p01975_4,"Types: N: int, a: List[int], b: List[int]
Ranges: 1 ≤ N ≤ 10^5, 1 ≤ a[i], b[i] ≤ N, a[i] ≠ a[j] for all i ≠ j
Addtl Info: All input is integers",143,,14,,,NA,,,,1975,,
p01459,p01459_4,"Types: N: int, M: int, A: int, grid: List[List[str]]

Ranges: 2 ≤ N, M ≤ 100, 0 ≤ A ≤ 10, grid[i][j] in {'#', '.', 'S', 'G'}

Addtl Info: None",142,,105,,,NA,,,,1459,,
p01531,p01531_4,"Types: input_str: str
Ranges: 2 ≤ len(input_str) ≤ 1000, input_str consists of characters '0'-'9' and 'T', 'L', 'U', 'R', 'D'
Addtl Info: None",142,,102,,,NA,,,,1531,,
p03336,p03336_4,"Types: N: int, M: int, K: int, S: str, T: str  
Ranges: 1 ≤ K ≤ 10^6, 1 ≤ N, M ≤ 10^6  
Addtl Info: The initial characters of S and T are '1'",141,,104,,,NA,,,,3336,,
p03406,p03406_4,"Types: N: int, M: int, A: List[int]
Ranges: 1 ≤ N ≤ 16, 0 ≤ M ≤ 16, 2 ≤ A[i] ≤ 2^N (1 ≤ i ≤ M), A[i] < A[i + 1] (1 ≤ i < M)
Addtl Info: None",140,,106,,,NA,,,,3406,,
p00265,p00265_4,"Types: N: int, Q: int, c: List[int], q: List[int]
Ranges: 2 ≤ N ≤ 300000, 2 ≤ Q ≤ 100000, 1 ≤ ci ≤ 300000, 1 ≤ qi ≤ 300000
Addtl Info: None",139,,102,,,NA,,,,265,,
p02798,p02798_4,"Types: N: int, A: List[int], B: List[int]
Ranges: 1 ≤ N ≤ 18, 1 ≤ A[i], B[i] ≤ 50 (1 ≤ i ≤ N)
Addtl Info: All values in input are integers.",139,,106,,,NA,,,,2798,,
p03976,p03976_4,"Types: N: int, K: int, P: List[str]
Ranges: 1 ≤ N ≤ 10^4, 1 ≤ K ≤ 26, 1 ≤ |P_i| ≤ 10
Addtl Info: All characters in P_i are capital letters.",139,,103,,,NA,,,,3976,,
p02187,p02187_4,"Types: S: str, T: str, k: int  
Ranges: 1 ≤ |S|, |T| ≤ 2×10^5, 1 ≤ k ≤ |T|  
Addtl Info: Both S and T are composed of lowercase alphabets.",138,,102,,,NA,,,,2187,,
p00026,p00026_4,"Types: x: int, y: int, s: int
Ranges: 0 ≤ x < 10, 0 ≤ y < 10, s in {1, 2, 3}
Addtl Info: The number of drops is less than or equal to 50.",137,,102,,,NA,,,,26,,
p00168,p00168_4,"Types: n: int
Ranges: 1 ≤ n ≤ 30
Addtl Info: There are no more than 30 datasets; the end of the input is indicated by a single zero line.",137,,102,,,NA,,,,168,,
p00235,p00235_4,"Types: N: int, bridges: List[Tuple[int, int, int]]
Ranges: 2 ≤ N ≤ 20, 1 ≤ ai, bi ≤ N, 1 ≤ ti ≤ 500
Addtl Info: Number of data sets ≤ 100",137,,102,,,NA,,,,235,,
p03183,p03183_4,"Types: N: int, W: List[int], S: List[int], V: List[int]  
Ranges: 1 ≤ N ≤ 10^3, 1 ≤ W[i], S[i] ≤ 10^4, 1 ≤ V[i] ≤ 10^9  
Addtl Info: None",137,,105,,,NA,,,,3183,,
p01258,p01258_4,"Types: N: int
Ranges: 2 ≤ N ≤ 1000, N is even
Addtl Info: Multiple datasets, terminated by a single zero which is not part of the input",135,,102,,,NA,,,,1258,,
p01891,p01891_4,"Types: N: int, M: int, A: int, B: int, D: List[int]
Ranges: 1 ≤ N ≤ 1000, 0 ≤ M ≤ N, 1 ≤ A ≤ B ≤ 1000, 1 ≤ D[i] ≤ 1000
Addtl Info: None",135,,102,,,NA,,,,1891,,
p02701,p02701_4,"Types: N: int, S: List[str]  
Ranges: 1 ≤ N ≤ 2×10^5, 1 ≤ len(S[i]) ≤ 10, S[i] consists of lowercase English letters  
Addtl Info: None",135,,104,,,NA,,,,2701,,
p02948,p02948_4,"Types: N: int, M: int, A: List[int], B: List[int]
Ranges: 1 ≤ N ≤ 10^5, 1 ≤ M ≤ 10^5, 1 ≤ A[i] ≤ 10^5, 1 ≤ B[i] ≤ 10^4
Addtl Info: None",135,,104,,,NA,,,,2948,,
p04052,p04052_4,"Types: N: int, K: int, P: List[int]
Ranges: 2 ≤ N ≤ 500,000, 1 ≤ K ≤ N-1, P is a permutation of the set {1, 2, ..., N}
Addtl Info: None",135,,104,,,NA,,,,4052,,
p01562,p01562_4,"Types: N: int, Xi: int, Yi: int
Ranges: 2 ≤ N ≤ 100, -10^5 ≤ Xi, Yi ≤ 10^5
Addtl Info: 1 ≤ i ≤ N, (Xj, Yj) ≠ (Xj+1, Yj+1), 1 ≤ j ≤ N-1",134,,106,,,NA,,,,1562,,
p02661,p02661_4,"Types: N: int, A: List[int], B: List[int]
Ranges: 2 ≤ N ≤ 2 × 10^5, 1 ≤ A_i ≤ B_i ≤ 10^9
Addtl Info: All values in input are integers.",134,,103,,,NA,,,,2661,,
p02201,p02201_4,"Types: N: int, S: List[str]
Ranges: 1 ≤ N ≤ 1000, 1 ≤ (length of S_i) ≤ 100
Addtl Info: S_i consists of numbers and uppercase letters",133,,102,,,NA,,,,2201,,
p02277,p02277_4,"Types: n: int, A: List[Tuple[str, int]]
Ranges: 1 ≤ n ≤ 100,000, 1 ≤ A[i][1] ≤ 10^9, A[i][0] in {'S', 'H', 'C', 'D'}
Addtl Info: None",133,,103,,,NA,,,,2277,,
p02733,p02733_4,"Types: H: int, W: int, K: int, S: List[List[int]]
Ranges: 1 ≤ H ≤ 10, 1 ≤ W ≤ 1000, 1 ≤ K ≤ H * W, S_{i,j} is 0 or 1
Addtl Info: None",133,,104,,,NA,,,,2733,,
p03824,p03824_4,"Types: N: int, a: List[int], b: List[int]
Ranges: 2 ≤ N ≤ 10^5, 1 ≤ a_i, b_i ≤ N (1 ≤ i ≤ N-1)
Addtl Info: The given graph is a tree.",133,,103,,,NA,,,,3824,,
p03006,p03006_4,"Types: N: int, x: List[int], y: List[int]
Ranges: 1 ≤ N ≤ 50, |x[i]|, |y[i]| ≤ 10^9
Addtl Info: If i ≠ j, x[i] ≠ x[j] or y[i] ≠ y[j]",132,,104,,,NA,,,,3006,,
p00991,p00991_4,"Types: r: int, c: int, a1: int, a2: int, b1: int, b2: int
Ranges: 1 ≤ r, c ≤ 1,000, 0 ≤ a1, b1 < r, 0 ≤ a2, b2 < c
Addtl Info: None",131,,105,,,NA,,,,991,,
p01791,p01791_4,"Types: n: int, k: int, a: int, b: int, x: List[int]

Ranges: 1 ≤ k ≤ n ≤ 600, 0 ≤ a ≤ b ≤ 180,000, 0 ≤ x[i] ≤ 300

Addtl Info: None",131,,102,,,NA,,,,1791,,
p02800,p02800_4,"Types: H: int, W: int, A: List[str]  
Ranges: 1 ≤ H, W ≤ 10, |A_i| = W (1 ≤ i ≤ H), A_i consists of '.' and '#'  
Addtl Info: None",130,,106,,,NA,,,,2800,,
p02962,p02962_4,"Types: s: str, t: str  
Ranges: 1 ≤ |s| ≤ 5 × 10^5, 1 ≤ |t| ≤ 5 × 10^5  
Addtl Info: s and t consist of lowercase English letters",129,,104,,,NA,,,,2962,,
p01996,p01996_4,"Types: N: int, M: int, A: List[int]
Ranges: 1 ≤ N ≤ 1000, 1 ≤ M ≤ N, 1 ≤ A[i] ≤ N
Addtl Info: If 1 ≤ i < j ≤ M, then A[i] < A[j]",128,,102,,,NA,,,,1996,,
p03738,p03738_4,"Types: A: str, B: str
Ranges: 1 ≤ len(A) ≤ 100, 1 ≤ len(B) ≤ 100
Addtl Info: A and B only contain digits and do not begin with 0",128,,105,,,NA,,,,3738,,
p02113,p02113_4,"Types: N: int, L: int, s: List[str]
Ranges: 1 ≤ N ≤ 1000, 1 ≤ L ≤ 30, si consists of lowercase English letters
Addtl Info: None",127,,104,,,NA,,,,2113,,
p02177,p02177_4,"Types: N: int, M: int, a: List[int], b: List[int]
Ranges: 2 ≤ N ≤ 300, 1 ≤ M ≤ N(N-1), 1 ≤ a[i], b[i] ≤ N
Addtl Info: a_i ≠ b_i",127,,102,,,NA,,,,2177,,
p01630,p01630_4,"Types: N: int, bit_line: str
Ranges: 1 ≤ N ≤ 10, bit_line is a string of length 2^N consisting of '0' and '1'
Addtl Info: None",126,,106,,,NA,,,,1630,,
p02614,p02614_4,"Types: H: int, W: int, K: int, c: List[List[str]]  
Ranges: 1 ≤ H, W ≤ 6, 1 ≤ K ≤ HW, c[i][j] in {'.', '#'}  
Addtl Info: None",126,,106,,,NA,,,,2614,,
p02646,p02646_4,"Types: A: int, V: int, B: int, W: int, T: int  
Ranges: -10^9 ≤ A, B ≤ 10^9, 1 ≤ V, W ≤ 10^9, 1 ≤ T ≤ 10^9  
Addtl Info: A ≠ B",126,,104,,,NA,,,,2646,,
p03370,p03370_4,"Types: N: int, X: int, m: List[int]  
Ranges: 2 ≤ N ≤ 100, 1 ≤ m_i ≤ 1000, m_1 + m_2 + ... + m_N ≤ X ≤ 10^5  
Addtl Info: None",126,,104,,,NA,,,,3370,,
p03890,p03890_4,"Types: N: int, A: List[int]  
Ranges: 1 ≤ N ≤ 18, 1 ≤ A[i] ≤ 10^9  
Addtl Info: A_i is an integer, A has exactly 2^N elements",125,,103,,,NA,,,,3890,,
p00146,p00146_4,"Types: n: int, si: int, di: int, vi: int
Ranges: 1 ≤ n ≤ 15, 1 ≤ si ≤ 100, 1 ≤ di ≤ 10,000, 1 ≤ vi ≤ 10,000
Addtl Info: None",124,,104,,,NA,,,,146,,
p00773,p00773_4,"Types: x: int, y: int, s: int  
Ranges: 0 < x < 100, 0 < y < 100, 10 < s < 1000, x ≠ y  
Addtl Info: Input ends with ""0 0 0""",124,,102,,,NA,,,,773,,
p00735,p00735_4,"Types: inputs: List[int]
Ranges: 2 ≤ inputs[i] < 300000
Addtl Info: inputs end with a single digit 1 which is not processed",123,,102,,,NA,,,,735,,
p00863,p00863_4,"Types: a: int, m: int, b: int, n: int
Ranges: 1 < a, b ≤ 10^4, 1 < m, n ≤ 20
Addtl Info: a and b are distinct prime numbers",123,,102,,,NA,,,,863,,
p01899,p01899_4,"Types: N: int, d: int, p: List[int]  
Ranges: 3 ≤ N ≤ 1,000, 1 ≤ d ≤ 1,000, 1 ≤ p[i] ≤ 1,000 (1 ≤ i ≤ N)  
Addtl Info: None",123,,102,,,NA,,,,1899,,
p03462,p03462_4,"Types: N: int, K: int, s: str
Ranges: 1 ≤ N ≤ 70, 1 ≤ K ≤ 70, |s| = K
Addtl Info: s consists of characters 'r' and 'b' only",123,,105,,,NA,,,,3462,,
p03461,p03461_4,"Types: A: int, B: int, d: List[List[int]]
Ranges: 1 ≤ A, B ≤ 10, 1 ≤ d[x][y] ≤ 100 (1 ≤ x ≤ A, 1 ≤ y ≤ B)
Addtl Info: None",122,,103,,,NA,,,,3461,,
p01802,p01802_4,"Types: D: int, E: int

Ranges: 1 ≤ D ≤ 100, 1 ≤ E ≤ 100

Addtl Info: Up to 100 data sets, end of input indicated by ""0 0""",121,,102,,,NA,,,,1802,,
p03133,p03133_4,"Types: N: int, M: int, a: List[List[int]]
Ranges: 1 ≤ N, M ≤ 300, 0 ≤ a[i][j] ≤ 1 (1 ≤ i ≤ N, 1 ≤ j ≤ M)
Addtl Info: None",121,,103,,,NA,,,,3133,,
p03904,p03904_4,"Types: K: int, S: str  
Ranges: 0 ≤ K < |S| ≤ 100,000, S consists of digits between 1 and 9, inclusive  
Addtl Info: None",121,,104,,,NA,,,,3904,,
p01453,p01453_4,"Types: W: int, H: int, c: List[str]
Ranges: 3 ≤ W ≤ 500, 3 ≤ H ≤ 500, c[i] in {'.', '#', 's', 'g', '*'}
Addtl Info: None",120,,105,,,NA,,,,1453,,
p03037,p03037_4,"Types: N: int, M: int, L: List[int], R: List[int]
Ranges: 1 ≤ N ≤ 10^5, 1 ≤ M ≤ 10^5, 1 ≤ L_i ≤ R_i ≤ N
Addtl Info: None",120,,104,,,NA,,,,3037,,
p02918,p02918_4,"Types: N: int, K: int, S: str
Ranges: 1 ≤ N ≤ 10^5, 1 ≤ K ≤ 10^5, |S| = N
Addtl Info: Each character of S is 'L' or 'R'",119,,105,,,NA,,,,2918,,
p01240,p01240_4,"Types: N: int, W: int, H: int, r: List[List[int]]
Ranges: 1 ≤ N ≤ 10, 1 ≤ W, H ≤ 20, 0 ≤ rx,y < 10000
Addtl Info: None",118,,102,,,NA,,,,1240,,
p01472,p01472_4,"Types: N: int, F: int, X: List[List[int]]
Ranges: 1 ≤ N ≤ 8, -10^5 ≤ F ≤ 10^5, -10^5 ≤ X[i][j] ≤ 10^5
Addtl Info: None",118,,104,,,NA,,,,1472,,
p02937,p02937_4,"Types: s: str, t: str
Ranges: 1 ≤ |s| ≤ 10^5, 1 ≤ |t| ≤ 10^5
Addtl Info: s and t consist of lowercase English letters.",118,,104,,,NA,,,,2937,,
